answer,assessment_stage,audio_file,block_index,chance_level,corpus_file_name,d,difficulty,image,item,item_id,item_uid,orig_item_num,prompt,randomize,required_selections,response_alternatives,source,task,task_dir,task_id,time_limit,trial_num,trial_type
P1p-000-silh,test_response,mental-rotation-prompt1,2,0.5,mental-rotation-item-bank,,3.625,,P1p-200,P1p-200,,,Choose the matching picture.,,,"P1p-000-silh,P1n-000-silh",2d-polygon1,Mental Rotation,levante-shape-rotation-dev,mental-rotation,5000,,
18,test_response,subtraction-prompt2,1,0.25,math-corpus-retest,,-0.9,,27-9,math_subtract_27_9,math_subtract_27_9,,Subtract the numbers.,,,"20,17,19",Zehra,math,levante-math-dev,egma-math,5000,,Subtraction
19,test_response,addition-prompt2,1,0.25,math-item-bank,,-1,,13+6,13+6,math_add_13_6,65,Add the numbers.,,,"18,17,20",EGMA,math,levante-math-dev,egma-math,5000,,Addition
an2-000,test_response,mental-rotation-prompt1,3,0.5,mental-rotation-item-bank,,5.1520366,,an2-280,an2-280,,82,Choose the matching picture.,,,"ap2-000,an2-000",3D,Mental Rotation,levante-shape-rotation-dev,mental-rotation,5000,,3D
,instructions,ToM-scene-17-instruct2,17,,theory-of-mind-retest-B,,,,17b,ToM-scene-17-instruct2,,,"Mika’s mom just walked in. Mom asks Mika for one of the books. Mika remembers where the book is, and tells mom, “The book is in the small stack!”",no,,,Modified ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,instructions
78,test_response,multiplication-prompt2,1,0.25,math-item-bank,,0.2,,26x3,26x3,math_multiply_26_3,,Multiply the numbers.,,,"68,76,88",George,math,levante-math-dev,egma-math,5000,,Multiplication
,test_response,same-different-selection-both-medium,1,,same-different-selection-item-bank,,-3.6418366,"med-red-square, med-blue-circle",Here are two pictures. Something's the same. They are both medium-sized.,sds-something-same-9-instr,,,,,0,,AMESlab,same-different-selection,levante-same-different-dev,same-different-selection,,9,something-same-1
21-boy-jump-box,test_response,trog-item-21,,0.25,trog-item-bank,-3.437028361,,,the boy is jumping over the box,trog-item-21,trog_3combo_boy_jump_box,21,Touch the picture that shows...,,,"21-boy-hold-box,21-boy-run,21-horse-jump-box",Bishop1983,TROG,levante-sentence-understanding-dev,trog,,,three element combination
snail,test_response,vocab-item-063,1,0.25,vocab-item-bank,-2.6348,,,snail,snail,vocab_word_snail,,,,,"cow,worm,visor",clip,vocab,levante-vocabulary-dev,vocab,,,test
405,test_response,multiplication-prompt2,1,0.25,math-item-bank,,0.3,,45x9,45x9,math_multiply_45_9,,Multiply the numbers.,,,"365,409,393",George,math,levante-math-dev,egma-math,5000,,Multiplication
tf1_70_T1_ss3_md,test_response,matrix-reasoning-prompt1,1,0.25,,,0.644,,tf1_70_M_ss3,tf1_70_M_ss3,,70,Choose the best pattern to fill in the blank.,,,"tf1_70_T3_ss3_md,tf1_70_T4_ss3_md,tf1_70_T2_ss3_md",MarsIB-CB2-tf1,Matrix Reasoning,levante-pattern-matching-dev,matrix-reasoning,,,Matrix Reasoning
8,practice_response,number-comparison-prompt1,0,0.5,math-item-bank,,,,"8, 4",num-comp-8,,21,Which number is larger?,,,4,EGMA,math,levante-math-dev,egma-math,5000,,Number Comparison
yellowstack,test_response,ToM-scene-17-q2-reality_check,17,0.33,CO-theory-of-mind-retest-B,,,,17b,ToM-scene-17-q2-reality_check,tom_reference_reality_check,,Which stack of books was Mika talking about?,at_block_level,,"bluestack,redstack",Modified ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,reality_check_question
,instructions,ToM-scene-12-instruct2,12,,theory-of-mind-retest-A,,,,12b,ToM-scene-12-instruct2,,,"Then Emma went to her room to get ready for school. While she was getting ready, she changed her mind, so she yelled to her dad, “Actually, may I please have my red ball instead?” and kept getting ready for school. But Dad did not hear Emma ask for her red ball.",no,,,Modified ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,instructions
no,test_response,ToM-scene-14-q4-false_belief,14,0.5,theory-of-mind-retest-B,,,,14g,ToM-scene-14-q4-false_belief,tom_moral_reasoning_false_belief_2,,Is Bobby being mean and naughty for taking Anna’s soccer ball?,no,,yes,Modified ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,false_belief_question
13,test_response,addition-prompt2,1,0.25,math-corpus-retest,,-1.5,,6+7,math_add_6_7,math_add_6_7,60,Add the numbers.,,,"15,11,12",EGMA,math,levante-math-dev,egma-math,5000,,Addition
0.71,test_response,number-line-prompt1,0,0.25,math-corpus-retest,,0,,"0,1",math_line_071_1,math_line_071_1,,Choose the number that is marked on the number line.,,,"0.62,0.85,0.8",Zehra,math,levante-math-dev,egma-math,5000,,Number Line 4afc
sloth,test_response,vocab-item-062,1,0.25,vocab-item-bank,-3.0409,,,sloth,sloth,vocab_word_sloth,,,,,"clam,donkey,incense",clip,vocab,levante-vocabulary-dev,vocab,,,test
24,test_response,number-comparison-prompt2,3,0.5,math-item-bank,,3.539683,,"11, 24",num-comp-24,math_compare_11_24,24,Which is larger?,,,11,EGMA,math,levante-math-dev,egma-math,5000,,Number Comparison
tf3_62_T1_ss2_md,test_response,matrix-reasoning-prompt1,1,0.25,matrix-reasoning-corpus-retest,,,,tf3_62_M_ss2,tf3_62_M_ss2,matrix_set3_md_mat62,62,Choose the best pattern to fill in the blank.,,,"tf3_62_T3_ss2_md,tf3_62_T2_ss2_md,tf3_62_T4_ss2_md",MarsIB-itemset2-tf3,Matrix Reasoning,levante-pattern-matching-dev,matrix-reasoning,,,Matrix Reasoning
,fourth_response,sds-2match-prompt2,2,,same-different-selection-item-bank,,1.8597702,,Touch two pictures that are the same in a different way.,sds-fist5-5-fourth,sds_4match_choice4,,,,2,"med-green-square,med-red-triangle-3-striped,med-yellow-circle-3-gray,med-blue-triangle-4-black,med-blue-star-2",AMESlab,same-different-selection,levante-same-different-dev,same-different-selection,,5,4-match
9,test_response,subtraction-prompt2,1,0.25,math-corpus-retest,,-1.4,,12-3,math_subtract_12_3,math_subtract_12_3,79,Subtract the numbers.,,,"8,7,10",EGMA,math,levante-math-dev,egma-math,5000,,Subtraction
,second_response,sds-2match-prompt2,2,0.75,same-different-selection-item-bank,,-0.6553883,,Touch two cards that are the same in a different way.,sds-fist3-4-second,sds_2match_choice2,,,,2,"sm-red-square,lg-yellow-triangle,lg-red-circle",AMESlab,same-different-selection,levante-same-different-dev,same-different-selection,,4,2-match
table,test_response,ToM-scene-14-q6-reality_check,14,0.5,theory-of-mind-retest-B,,,,14f,ToM-scene-14-q6-reality_check,tom_moral_reasoning_reality_check_1,,Can you help Anna find her soccer ball? Is it on the table or on the floor?,at_block_level,,floor,Modified ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,reality_check_question
59,test_response,addition-prompt2,1,0.25,math-item-bank,,-1,,22+37,22+37,math_add_22_37,68,Add the numbers.,,,"69,51,49",EGMA,math,levante-math-dev,egma-math,5000,,Addition
42,test_response,number-line-slider-prompt1,2,0.1,math-item-bank,,-0.5,,"0,100",slider-42-100,math_slider_42_100,,Move the slider to the indicated number.,,,,Siegler,math,levante-math-dev,egma-math,5000,,Number Line Slider
900,test_response,multiplication-prompt2,1,0.25,math-corpus-retest,,0.3,,45x20,math_multiply_45_20,math_multiply_45_20,,Multiply the numbers.,,,"800,950,850",Zehra,math,levante-math-dev,egma-math,5000,,Multiplication
71-yellow-square-in-star,test_response,trog-item-71,,0.25,trog-item-bank,-2.103510367,,,the square is in the star that is blue,trog-item-71,trog_relclause_square_in_star_that_blue,71,Touch the picture that shows...,,,"71-star-in-blue-square,71-blue-star-in-square,71-blue-square-in-star",Bishop1983,TROG,levante-sentence-understanding-dev,trog,,,relative clause
resuscitation,test_response,vocab-item-157,1,0.25,vocab-item-bank,0.766,,,resuscitation,resuscitation,vocab_word_resuscitation,,,,,"breathing,pipetting,measurevolts",dutch,vocab,levante-vocabulary-dev,vocab,,,test
yes,test_response,ToM-scene4-q7,4,0.5,theory-of-mind-item-bank,,,,4g,ToM-scene4-q7,tom_deception_reality_check_3,36,Is Joshua mad at Isabel now?,no,,no,ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,reality_check_question
tf1_23_T1_ss1_md,test_response,matrix-reasoning-prompt1,1,0.25,matrix-reasoning-item-bank,,0.785,,tf1_23_M_ss1,tf1_23_M_ss1,matrix_set1_md_mat23,23,Choose the best pattern to fill in the blank.,,,"tf1_23_T2_ss1_md,tf1_23_T4_ss1_md,tf1_23_T3_ss1_md",MarsIB-CB2-tf1,Matrix Reasoning,levante-pattern-matching-dev,matrix-reasoning,,,Matrix Reasoning
seagull,test_response,vocab-item-056,1,0.25,vocab-item-bank,-3.0402,,,seagull,seagull,vocab_word_seagull,,,,,"lobster,pigeon,perfume",clip,vocab,levante-vocabulary-dev,vocab,,,test
baywindow,test_response,vocab-item-134,1,0.25,vocab-item-bank,0.7852,,,baywindow,baywindow,vocab_word_baywindow,,,,,"threshhold,drapery,capital",dutch,vocab,levante-vocabulary-dev,vocab,,,test
,second_response,sds-2match-prompt2,2,,same-different-selection-item-bank,,-1.4383118,,Touch two pictures that are the same in a different way.,sds-fist4-6-second,sds_3match_choice2,,,,2,"med-red-square-4-gray,med-blue-star,med-blue-square-2-striped,med-yellow-triangle-3",AMESlab,same-different-selection,levante-same-different-dev,same-different-selection,,6,3-match
,instructions,ToM-scene-18-instruct3,18,,theory-of-mind-retest-B,,,,18d,ToM-scene-18-instruct3,,,"Kat didn’t hear George say that he wanted crayons. So Kat thinks George wants a basketball. Kat goes to the toy shop, but then the shop owner says that they don’t have any basketballs! But they do have storybooks, so Kat buys a storybook for George instead.",no,,,Modified ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,instructions
,instructions,ToM-scene-18-instruct1,18,,CO-theory-of-mind-retest-B,,,,18a,ToM-scene-18-instruct1,,,"George and Kat are playing together. They look outside and see a new toy shop across the street. Kat decides to go buy some new toys at the toy shop. Kat asks George what toy he would like to have, and George says he would like a new basketball.",no,,,Modified ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,instructions
behind-fountain,test_response,ToM-scene3-q2-reality_check,3,0.5,theory-of-mind-item-bank,,,,3d,ToM-scene3-q2-reality_check,tom_interpretation_reality_check_2,23,Can you help them find where Joshua really is?,at_block_level,,behind-tree,ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,reality_check_question
,first_response,sds-2match-prompt1,2,,same-different-selection-item-bank,,-3.4771184,,Touch two pictures that are the same.,sds-fist4-8-first,sds_3match_choice1,,,,2,"med-red-square-3-gray,med-blue-star,med-blue-square-4-striped,med-yellow-triangle-2",AMESlab,same-different-selection,levante-same-different-dev,same-different-selection,,8,3-match
8,practice_response,number-identification-42,0,0.25,math-corpus-retest,,,,8,math_identify_8,,,Choose the 8.,,,"2,5,9",Zach,math,levante-math-dev,egma-math,5000,,Number Identification
stump,test_response,vocab-item-071,1,0.25,vocab-item-bank,-1.7437,,,stump,stump,vocab_word_stump,,,,,"bookshelf,log,showerhead",clip,vocab,levante-vocabulary-dev,vocab,,,test
hostile-attribution-scene1-on-purpose,test_response,hostile-attribution-scene1-q1,0,0.5,hostile-attribution-item-bank,,,,hostile-attribution-1b,hostile-attribution-scene1-q1,ha_bump_attribution,55,Do you think that the boy bumped you on purpose or by accident?,at_block_level,,"hostile-attribution-scene1-by-accident,hostile-attribution-scene1-on-purpose",ToM-battery,hostile-attribution,,hostile-attribution,,,attribution_question
30-boy-chases-sheep,test_response,trog-item-30,,0.25,trog-item-bank,-2.903149257,,,the boy is chasing the sheep,trog-item-30,trog_revactive_boy_chase_sheep,30,Touch the picture that shows...,,,"30-sheep-chases-man,30-boy-chases-ball,30-dog-chases-sheep",Bishop1983,TROG,levante-sentence-understanding-dev,trog,,,reversible active
,,,,,,,,,Some kids think they can get better at math if they work really hard. Do you agree that you can get better at math if you work really hard?,,,17,GrowthMindMath,,,"No, never; Yes, some of the time; Yes, most of the time; Yes, all of the time",Child Interview 5-6,child-survey,,child-survey,,,
,instructions,vocab-instruct-3,0,,vocab-item-bank,,,,,vocab-instruct-3,,,,,,,,vocab,levante-vocabulary-dev,vocab,,,instructions
P1n-000-silh,test_response,mental-rotation-prompt1,2,0.5,mental-rotation-item-bank,,4,,P1n-320,P1n-320,,,Choose the matching picture.,,,"P1p-000-silh,P1n-000-silh",2d-polygon1,Mental Rotation,levante-shape-rotation-dev,mental-rotation,5000,,
186,test_response,number-line-prompt1,0,0.25,math-corpus-retest,,-0.2,,"0,1000",math_line_186_1000,math_line_186_1000,,Choose the number that is marked on the number line.,,,"160,206,248",Zehra,math,levante-math-dev,egma-math,5000,,Number Line 4afc
no,test_response,ToM-scene6-q2,6,0.5,theory-of-mind-item-bank,,,,6c_new2,ToM-scene6-q2,tom_second_order_false_belief_1,46,Does Sam know that Maria bought some socks?,no,,yes,ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,false_belief_question
,instructions,ToM-scene-10-instruct1,10,,theory-of-mind-retest-A,,,,10a,ToM-scene-10-instruct1,,,Teacher Sarah tells all of the kids to take one storybook from the bag that she brought. There is one storybook for every kid.,no,,,Modified ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,instructions
,instructions,ToM-scene3-instruct4,3,,theory-of-mind-item-bank,,,,3c,ToM-scene3-instruct4,,20,"Joshua decides to hide behind the fountain. He draws a clue in the sand. He tries to draw the fountain, with the bottom part and the water coming out of it. But the drawing looks like a tree instead! Then Joshua goes and hides behind the fountain.",no,,,ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,instructions
39,test_response,number-comparison-prompt2,0,0.5,math-item-bank,,-2.5,,"39, 23",num-comp-39,math_compare_39_23,25,Which is larger?,,,23,EGMA,math,levante-math-dev,egma-math,5000,,Number Comparison
8,test_response,number-line-slider-prompt1,2,0.1,math-item-bank,,-0.5,,"0,10",slider-8-10,math_slider_8_10,,Move the slider to the indicated number.,,,,Siegler,math,levante-math-dev,egma-math,5000,,Number Line Slider
21,test_response,number-line-prompt1,0,0.25,math-corpus-retest,,-0.5,,"0,100",math_line_21_100,math_line_21_100,,Choose the number that is marked on the number line.,,,"15,37,49",Zehra,math,levante-math-dev,egma-math,5000,,Number Line 4afc
bp1-000,test_response,mental-rotation-prompt1,3,0.5,mental-rotation-item-bank,,3.59636919,,bp1-320,bp1-320,,96,Choose the matching picture.,,,"bn1-000,bp1-000",3D,Mental Rotation,levante-shape-rotation-dev,mental-rotation,5000,,3D
27,test_response,addition-prompt2,1,0.25,math-corpus-retest,,-1,,13+14,math_add_13_14,math_add_13_14,,Add the numbers.,,,"26,29,25",Zehra,math,levante-math-dev,egma-math,5000,,Addition
,fourth_response,sds-2match-prompt2,2,,same-different-selection-item-bank,,1.8597702,,Touch two pictures that are the same in a different way.,sds-fist5-8-fourth,sds_4match_choice4,,,,2,"med-yellow-star-2-black,med-red-square-4-black,med-green-star-striped,med-blue-triangle-3-gray,med-red-circle-3",AMESlab,same-different-selection,levante-same-different-dev,same-different-selection,,8,4-match
2,test_response,,,,,,,,2,num-ident-2,math_identify_2,,,,,"5,4,7",,math,levante-math-dev,egma-math,,,Number Identification
tf1_67_T1_ss3_md,test_response,matrix-reasoning-prompt1,1,0.25,matrix-reasoning-item-bank,,-0.034,,tf1_67_M_ss3,tf1_67_M_ss3,matrix_set1_md_mat67,67,Choose the best pattern to fill in the blank.,,,"tf1_67_T3_ss3_md,tf1_67_T2_ss3_md,tf1_67_T4_ss3_md",MarsIB-CB2-tf1,Matrix Reasoning,levante-pattern-matching-dev,matrix-reasoning,,,Matrix Reasoning
4,test_response,missing-number-prompt2,3,0.25,adult-reasoning-item-bank,0.542,,,"18, 10, 6, _, 3",MD202-H1,ar_reason_18_10_6_x_3,8,What number goes here?,,,"2,5,1",HRS2010,adult-reasoning,levante-math-dev,adult-reasoning,,,Missing Number
,test_response,same-different-selection-both-blue,1,,same-different-selection-item-bank,,-3.6418366,"med-blue-circle, sm-blue-square",Here are two pictures. Something's the same. They are both blue.,sds-something-same-6-instr,,,,,0,,AMESlab,same-different-selection,levante-same-different-dev,same-different-selection,,6,something-same-1
no,test_response,ToM-scene-12-q2-false_belief,12,0.5,theory-of-mind-retest-A,,,,12e,ToM-scene-12-q2-false_belief,tom_second_order_false_belief_2,,Does Emma know that Dad packed the blue ball?,no,,yes,Modified ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,false_belief_question
tf3_60_T1_ss3_md,test_response,matrix-reasoning-prompt1,1,0.25,matrix-reasoning-corpus-retest,,,,tf3_60_M_ss3,tf3_60_M_ss3,matrix_set3_md_mat60,60,Choose the best pattern to fill in the blank.,,,"tf3_60_T3_ss3_md,tf3_60_T4_ss3_md,tf3_60_T2_ss3_md",MarsIB-itemset2-tf3,Matrix Reasoning,levante-pattern-matching-dev,matrix-reasoning,,,Matrix Reasoning
478,test_response,number-line-prompt1,0,0.25,math-corpus-retest,,-0.2,,"0,1000",math_line_478_1000,math_line_478_1000,,Choose the number that is marked on the number line.,,,"375,580,428",Zehra,math,levante-math-dev,egma-math,5000,,Number Line 4afc
975,test_response,multiplication-prompt2,1,0.25,math-corpus-retest,,0.3,,325x3,math_multiply_325_3,math_multiply_325_3,,Multiply the numbers.,,,"950,875,850",Zehra,math,levante-math-dev,egma-math,5000,,Multiplication
ship,test_response,vocab-item-057,1,0.25,vocab-item-bank,,,,ship,ship,vocab_word_ship,,,,,"boat,nose,zucchini",clip,vocab,levante-vocabulary-dev,vocab,,,test
3/10,test_response,subtraction-prompt2,1,0.25,math-corpus-retest,,0.6,,7/10-2/5,math_fraction_710_25,math_fraction_710_25_310,,Subtract the numbers.,,,"5/10,1/5,5/5",George,math,levante-math-dev,egma-math,5000,,Fraction
redball,test_response,ToM-scene-12-q3-false_belief,12,0.33,CO-theory-of-mind-retest-A,,,,12e,ToM-scene-12-q3-false_belief,tom_second_order_false_belief_3,,Which ball does Emma think Dad packed?,at_block_level,,"yellowball,blueball",Modified ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,false_belief_question
8,test_response,subtraction-prompt2,1,0.25,math-item-bank,,-1.4,,13-5,13-5,math_subtract_13_5,87,Subtract the numbers.,,,"7,9,6",EGMA,math,levante-math-dev,egma-math,5000,,Subtraction
5,test_response,missing-number-prompt2,1,0.25,adult-reasoning-item-bank,-1.31,,,"6, _, 4, 3",MD205-B1,ar_reason_6_x_4_3,2,What number goes here?,,,"2,7,9",HRS2010,adult-reasoning,levante-math-dev,adult-reasoning,,,Missing Number
bp8-000,test_response,mental-rotation-prompt1,3,0.5,mental-rotation-item-bank,,4.268576811,,bp8-280,bp8-280,mrot_3d_shape_080,101,Choose the matching picture.,,,"bp8-000,bn8-000",3D,Mental Rotation,levante-shape-rotation-dev,mental-rotation,5000,,3D
9;9,test_response,missing-number-prompt3,4,0.25,adult-reasoning-item-bank,0.843,,,"3, 3, 4, 6, 6, 7, _, _",MD212-L2,ar_reason_3_3_4_6_6_7_x,12,What numbers go in the blanks?,,,"9;10,8;9,10;10",HRS2010,adult-reasoning,levante-math-dev,adult-reasoning,,,Missing Number
